"","word1","hit1","hit1_n","hit2","hit2_n","hit3","hit3_n","ngram_n"
"581","hit","the",643,"me",446,"a",171,3602
"582","choose","to",376,"a",121,"from",121,1474
"583","random","winner",27,"house",26,"but",24,1031
"584","follower","of",50,"and",21,"i",20,385
"585","receive","a",165,"the",87,"it",39,897
"586","full","of",1329,"time",252,"moon",85,4497
"587","page","and",141,"of",78,"for",72,2138
"588","ad","for",29,"in",25,"on",20,623
"589","issue","of",259,"is",95,"with",87,1635
"590","girl","i",222,"who",220,"and",205,4848
"591","figure","out",786,"it",123,"in",41,1558
"592","justin","bieber",282,"is",42,"and",30,933
"593","pizza","and",81,"is",37,"in",36,985
"594","lovely","and",66,"day",57,"to",37,1576
"595","picture","of",556,"is",106,"and",73,2414
"596","anthony","davis",31,"and",15,"hamilton",9,336
"597","shadowsfall","this",1,NA,NA,NA,NA,1
"598","far","as",445,"from",332,"more",288,4457
"599","looms","in",5,"over",3,"ahead",1,29
"600","over","the",3951,"and",766,"a",733,16957
"601","hollande","is",5,"who",3,"a",2,27
"602","sarkozy","is",4,"was",2,"2nd",1,36
"603","duel","with",5,"in",3,"and",1,33
"604","felt","like",484,"the",165,"that",138,2710
"605","anyone","else",651,"who",456,"know",250,4983
"606","read","the",824,"it",512,"a",347,6514
"607","please","follow",816,"please",264,"let",216,7166
"608","send","me",446,"you",290,"a",175,2694
"609","jam","and",26,"session",23,"packed",22,394
"610","leave","the",370,"a",307,"me",227,3398
"611","wrong","with",483,"i",149,"and",142,2981
"612","having","a",1925,"to",531,"the",288,6744
"613","different","from",254,"than",141,"ways",103,4883
"614","opinions","on",40,"and",33,"about",29,304
"615","hey","i",351,"guys",184,"you",166,5650
"616","busy","day",141,"with",127,"and",80,1992
"617","putting","the",114,"on",108,"it",96,1333
"618","dfth","charity",2,NA,NA,NA,NA,2
"619","charity","event",16,"and",13,"shop",12,323
"620","donation","to",34,"of",12,"box",8,184
"621","ideas","for",197,"and",161,"of",71,1685
"622","links","to",143,"and",27,"on",25,537
"623","www.watchnhllive.com","go",2,"just",2,"register",2,9
"624","register","for",61,"and",21,"to",21,320
"625","favorite","song",126,"part",112,"things",106,4278
"626","hockey","game",35,"team",22,"is",20,441
"627","teams","are",53,"in",50,"and",36,858
"628","play","with",399,"the",339,"in",278,5590
"629","online","and",130,"at",52,"or",50,2299
"630","enjoy","the",701,"your",325,"it",271,3359
"631","libchat","this",2,"a",1,"crew",1,17
"632","libpitch","i",1,NA,NA,NA,NA,1
"633","blog","post",348,"and",319,"i",175,4612
"634","plaid","pants",3,"and",2,"cymru",2,33
"635","librarian","in",10,"and",9,"at",8,154
"636","wp","mp",3,"on",2,"to",2,32
"637","tumblr","is",12,"and",11,"i",7,202
"638","am","i",1495,"not",1126,"a",807,17367
"639","google","search",46,"it",44,"is",39,1257
"640","mostly","because",94,"i",45,"in",37,1144
"641","stick","to",174,"with",137,"around",57,920
"642","important","to",527,"than",131,"for",119,3010
"643","observe","the",29,"in",5,"it",5,121
"644","present","and",91,"in",77,"to",63,1425
"645","stages","of",72,"and",7,"in",6,165
"646","integration","of",15,"with",10,"is",6,103
"647","guilty","of",111,"pleasure",42,"to",37,483
"648","imagine","the",157,"that",123,"how",104,1451
"649","trembling","and",3,"hands",3,"i",2,34
"650","animal","kingdom",24,"is",15,"shelter",15,610
"651","holding","a",115,"the",86,"on",62,964
"652","clutching","his",6,"her",5,"a",4,37
"653","words","of",270,"and",221,"to",204,3515
"654","yes.you.should","yeaya",1,NA,NA,NA,NA,1
"655","team","is",195,"and",188,"in",174,4533
"656","harder","to",165,"than",98,"and",39,567
"657","productive","day",64,"and",33,"week",15,415
"658","sleepy","but",26,"and",23,"time",16,252
"659","once","again",623,"i",368,"a",342,5232
"660","talkin","bout",75,"to",39,"about",34,215
"661","swag","swag",23,"and",16,"on",15,302
"662","fuego","out",3,"for",2,"98.5",1,18
"663","buttermilk","and",3,"biscuits",2,"or",2,33
"664","where","i",1425,"the",1392,"you",1107,13602
"665","eggs","and",127,"in",42,"with",21,713
"666","soups","of",13,"and",10,"are",7,79
"667","heartier","and",1,"cooking",1,"plot",1,4
"668","cooking","and",64,"spray",30,"for",29,877
"669","general","manager",64,"election",53,"and",51,1507
"670","sincerely","hope",11,"me",8,"the",7,159
"671","hello","to",114,"there",57,"everyone",53,1514
"672","say","that",1529,"i",699,"it",649,12367
"673","things","that",997,"i",775,"are",643,11521
"674","most","of",2264,"people",456,"important",438,11974
"675","every","day",1139,"time",1018,"single",419,9838
"676","song","is",215,"i",129,"and",126,3450
"677","steal","your",30,"the",29,"a",22,337
"678","heart","and",343,"of",273,"is",203,4000
"679","crying","and",47,"in",33,"out",31,635
"680","hold","on",210,"the",144,"a",136,2128
"681","word","of",251,"for",151,"and",119,3566
"682","giving","me",205,"up",201,"away",180,2246
"683","sermon","on",13,"of",5,"about",4,90
"684","kerri","and",3,"had",2,"a",1,22
"685","write","a",420,"about",273,"the",126,3045
"686","electronic","music",17,"devices",11,"cigarettes",6,241
"687","cigarette","and",9,"smoke",7,"or",6,126
"688","holder","and",11,"in",10,"of",9,145
"689","geez","i",15,"just",3,"the",3,79
"690","these","are",802,"days",763,"things",388,12865
"691","bias","in",9,"tape",9,"of",5,112
"692","2000","and",28,"the",11,"s",10,351
"693","crack","me",37,"of",23,"in",20,357
"694","joke","about",56,"i",38,"and",30,654
"695","sit","down",220,"in",184,"on",184,1615
"696","dc","for",40,"and",34,"in",30,942
"697","comics","and",25,"are",7,"i",7,208
"698","share","with",345,"the",259,"a",197,3032
"699","their","own",1446,"lives",331,"way",278,25004
"700","material","and",47,"to",38,"for",27,678
"701","judge","me",82,"a",40,"and",28,915
"702","wherever","you",68,"they",31,"i",22,241
"703","may","be",1908,"have",1093,"not",869,10597
"704","whatever","you",235,"the",167,"it",165,1944
"705","yes","i",1239,"it",326,"we",312,7806
"706","municipal","court",8,"and",3,"election",3,70
"707","elections","in",21,"are",18,"and",14,258
"708","next","week",1299,"to",1026,"time",888,11281
"709","info","on",152,"and",56,"about",54,1130
"710","spread","the",357,"out",50,"of",35,978
"711","had","a",5799,"to",3553,"been",1716,30847
"712","funny","how",184,"and",154,"i",125,2470
"713","churchill","downs",6,"was",3,"and",2,56
"714","continues","to",329,"with",20,"and",13,577
"715","band","and",92,"of",71,"is",57,1804
"716","brothers","and",94,"are",24,"in",17,624
"717","marathon","on",24,"in",23,"and",18,454
"718","c4","explosive",2,"at",1,"dispatches",1,9
"719","room","and",359,"for",327,"to",178,4121
"720","explosive","and",6,"growth",5,"devices",4,78
"721","story","of",507,"is",292,"and",269,5000
"722","behind","the",692,"me",175,"a",109,2669
"723","laffs","i",1,"with",1,NA,NA,2
"724","tell","me",1516,"you",1407,"us",396,6965
"725","hurting","my",19,"and",14,"me",9,230
"726","haha","i",556,"you",96,"yeah",91,3716
"727","missed","the",254,"you",226,"it",178,1812
"728","pretty","much",782,"sure",593,"good",563,6588
"729","went","to",1918,"on",421,"out",291,6189
"730","kinda","like",84,"sad",22,"funny",21,1127
"731","bad","for",252,"i",222,"news",176,6370
"732","wow","i",261,"that",135,"what",88,2784
"733","topped","with",96,"the",15,"off",14,200
"734","miss","you",1214,"the",335,"my",248,4911
"735","days","of",523,"i",354,"and",330,6908
"736","ipods","and",2,"i",2,"in",2,22
"737","shit","i",208,"is",146,"out",124,3256
"738","phones","and",35,"are",15,"in",15,329
"739","steve","jobs",120,"blake",27,"and",20,743
"740","carrel","discuss",1,"last",1,"turn",1,3
"741","turn","out",234,"to",229,"the",179,2933
"742","his","own",861,"life",442,"first",439,31217
"743","wife","and",244,"is",88,"of",39,1678
"744","nobody","is",61,"else",56,"can",38,948
"745","ever","seen",331,"since",255,"had",254,8280
"746","follows","me",64,"the",47,"back",34,487
"747","instagram","is",23,"and",16,"for",15,372
"748","until","the",967,"i",615,"you",327,6957
"749","pitch","in",28,"for",26,"and",19,416
"750","bain","capital",6,"marie",2,"along",1,24
"751","ljow","kate",1,NA,NA,NA,NA,1
"752","kate","and",26,"is",11,"bush",10,325
"753","hate","when",388,"it",289,"the",272,4420
"754","dick","clark",74,"and",24,"in",18,569
"755","riders","in",9,"and",4,"are",4,81
"756","kobe","is",33,"bryant",27,"has",8,343
"757","fault","of",26,"for",22,"in",22,388
"758","turnin","up",2,"gay",1,"heads",1,7
"759","ball","and",91,"in",54,"of",51,1404
"760","changed","my",199,"the",166,"and",64,1459
"761","departure","from",27,"of",11,"is",6,115
"762","certain","that",80,"things",65,"content",47,1560
"763","tennessee","and",10,"williams",7,"is",4,147
"764","overcome","the",34,"by",15,"with",14,206
"765","fear","of",311,"and",107,"that",90,1448
"766","action","and",101,"is",67,"in",48,1527
"767","w","the",275,"a",257,"o",188,5073
"768","clement","of",5,"stone",3,"who",2,23
"769","nice","to",973,"and",261,"i",117,6155
"770","decided","to",1744,"that",325,"i",84,2865
"771","try","to",2169,"and",519,"it",330,5837
"772","wonder","if",680,"what",293,"how",247,2251
"773","parents","and",196,"are",148,"who",69,2350
"774","sisters","and",55,"in",29,"are",15,451
"775","few","days",785,"weeks",655,"years",569,8916
"776","gold","and",62,"in",27,"medal",23,997
"777","diggin","the",11,"it",8,"this",3,37
"778","proposed","by",14,"a",13,"in",11,295
"779","slogan","for",6,"forward",6,"is",5,78
"780","decision","to",258,"making",59,"and",44,1179
"781","orioles","are",6,"fans",5,"and",4,143
"782","fave","of",8,"is",6,"song",6,214
"783","kelly","and",25,"clarkson",16,"is",8,326
"784","kapoor","and",4,"aishwarya",1,"amrita",1,21
"785","line","of",303,"up",180,"and",145,3254
"786","ryan","braun",43,"and",30,"gosling",25,585
"787","remains","a",49,"of",43,"the",41,543
"788","question","is",258,"of",229,"for",95,2729
"789","dare","you",82,"to",76,"i",31,363
"790","reading","the",342,"this",260,"and",176,3752
"791","incarnate","in",2,"a",1,"as",1,15
"792","dangerously","close",12,"addictive",2,"low",2,53
"793","addictive","and",6,"as",5,"i",4,69
"794","you've","got",260,"been",244,"never",79,1548
"795","saw","the",621,"a",545,"that",266,4555
"796","forever","and",86,"to",55,"i",48,1167
"797","ago","i",484,"and",335,"when",137,3323
"798","biz","and",11,"to",10,"owner",8,298
"799","hard","to",1695,"work",338,"for",265,5912
"800","train","to",59,"station",46,"and",40,1104
"801","glad","to",753,"you",744,"i",460,3317
"802","amtrak","is",3,"tickets",2,"and",1,32
"803","running","around",121,"for",117,"a",115,2688
"804","typical","of",32,"for",10,"american",6,406
"805","ppl","who",65,"in",36,"to",31,1014
"806","twittamentary","at",1,"is",1,"still",1,3
"807","mirror","and",55,"in",14,"that",14,422
"808","wishing","you",115,"i",72,"everyone",44,545
"809","happy","birthday",1759,"to",1044,"new",465,11955
"810","easter","weekend",41,"egg",37,"everyone",36,848
"811","boyercom","have",1,NA,NA,NA,NA,1
"812","restful","sleep",3,"and",2,"break",2,19
"813","debate","about",34,"on",29,"and",28,539
"814","practical","and",13,"advice",7,"for",7,245
"815","highschool","football",5,"i",5,"and",4,49
"816","background","and",64,"of",47,"i",41,767
"817","guys","are",425,"i",148,"and",132,4587
"818","drinking","a",71,"and",64,"water",51,1144
"819","bourbon","and",13,"it",4,"street",4,132
"820","almost","as",151,"every",148,"a",137,4295
"821","forgot","to",314,"about",122,"how",95,1081
"822","sorry","i",560,"for",465,"to",322,3532
"823","spamming","me",5,"my",4,"the",4,37
"824","ceylon","rubber",1,"sri",1,"tea",1,4
"825","sri","lanka",19,"lankan",4,"rama",4,76
"826","lanka","and",6,"8.0",1,"a",1,18
"827","middle","of",682,"school",139,"east",136,1851
"828","bodied","with",3,"and",2,"red",2,32
"829","strong","and",161,"enough",60,"as",45,2000
"830","assam","bengal",1,"but",1,"earl",1,5
"831","stronger","than",73,"and",36,"in",9,371
"832","pink","and",82,"floyd",36,"slime",14,1049
"833","carpet","and",15,"cleaning",12,"in",9,254
"834","rooftop","and",4,"terrace",3,"gardens",2,58
"835","models","and",29,"for",26,"of",22,359
"836","every1","is",7,"who",7,"i",6,67
"837","she","was",2492,"is",2079,"has",1066,25202
"838","grand","opening",85,"prix",35,"national",33,842
"839","iconic","boyz",52,"boy",8,"boys",6,174
"840","shes","a",26,"so",12,"the",12,232
"841","iconiclygrand","follow",1,NA,NA,NA,NA,1
"842","fantasy","football",48,"and",28,"baseball",28,619
"843","world","of",475,"and",464,"is",435,9145
"844","whole","thing",235,"lot",196,"time",141,4305
"845","damn","i",213,"it",109,"you",89,2619
"846","eventually","i",48,"the",40,"get",18,912
"847","whichever","one",6,"way",4,"gets",2,44
"848","side","of",1108,"and",180,"to",102,3620
"849","money","to",356,"and",299,"on",236,4403
"850","brotha","and",3,"man",3,"u",3,58
"851","heating","up",35,"pad",10,"and",9,111
"852","inside","the",361,"of",191,"and",159,2065
"853","build","a",278,"up",115,"the",65,1157
"854","house","and",466,"of",287,"is",222,6134
"855","sledgehammers","and",1,NA,NA,NA,NA,1
"856","dust","and",37,"in",26,"of",16,356
"857","flying","to",45,"by",32,"in",23,598
"858","wives","and",22,"of",10,"in",9,195
"859","begins","to",134,"with",107,"at",45,693
"860","beginning","of",433,"to",284,"with",50,1334
"861","end","of",2492,"up",742,"the",223,6188
"862","eyes","and",293,"are",106,"of",106,2443
"863","oth","always",1,"break",1,"can't",1,9
"864","9","11",184,"30",142,"00",89,2904
"865","tracking","down",17,"and",9,"a",7,183
"866","own","and",124,"a",118,"way",116,7643
"867","records","and",49,"of",25,"in",23,608
"868","request","for",69,"to",46,"a",27,566
"869","usnatarchives","from",1,"research",1,"right",1,3
"870","330","723",2,"8004",2,"is",2,39
"871","pull","out",109,"the",89,"it",82,992
"872","700","followers",11,"million",6,"people",6,129
"873","suck","it",84,"my",59,"at",47,623
"874","walnuts","and",6,"or",4,"too",3,60
"875","job","and",224,"of",167,"is",165,4524
"876","saves","the",20,"me",9,"you",9,164
"877","economy","and",61,"is",53,"has",16,592
"878","cockitects","are",1,NA,NA,NA,NA,1
"879","demand","for",78,"that",23,"a",21,468
"880","added","to",248,"a",239,"some",110,1818
"881","books","and",324,"are",162,"i",161,3352
"882","tbr","pile",7,"list",4,"for",2,26
"883","list","of",742,"for",128,"and",111,2758
"884","feeling","of",223,"like",190,"that",161,3280
"885","gud","day",8,"2",2,"but",2,47
"886","rite","now",70,"of",18,"aid",8,207
"887","wild's","1",1,NA,NA,NA,NA,1
"888","1","2",1297,"4",374,"of",304,11325
"889","yr","old",140,"olds",17,"anniversary",6,463
"890","anniversary","of",144,"to",37,"and",17,580
"891","free","to",563,"and",173,"of",114,6706
"892","workouts","and",11,"for",9,"are",8,114
"893","sat","down",147,"in",134,"on",115,1395
"894","times","and",293,"i",272,"in",219,4915
"895","414.364.0181","2469",1,NA,NA,NA,NA,1
"896","2469","s",1,NA,NA,NA,NA,1
"897","kk","i",4,"and",2,"im",2,35
"898","bay","area",120,"packers",25,"and",24,735
"899","nascar","race",8,"and",6,"is",5,94
"900","nationwide","tour",4,"for",3,"race",3,111
"901","ted","nugent",14,"talk",10,"talks",8,230
"902","recharge","my",4,"your",3,"at",2,24
"903","batteries","and",14,"in",8,"for",6,118
"904","it’s","a",937,"not",677,"the",359,7993
"905","you’re","not",168,"going",109,"a",106,1796
"906","lights","and",60,"on",43,"out",32,649
"907","provide","a",206,"the",93,"for",55,1190
"908","therapy","and",22,"for",20,"i",19,308
"909","children","and",330,"are",176,"to",148,3616
"910","challenging","and",18,"the",15,"to",13,285
"911","family","and",610,"is",182,"of",159,6125
"912","yea","i",217,"i'm",48,"but",43,1184
"913","sum","of",61,"up",21,"it",18,356
"914","justcop","a",1,NA,NA,NA,NA,1
"915","shirts","and",48,"for",24,"are",17,471
"916","friends","and",782,"with",225,"are",221,6280
"917","cop","and",12,"out",11,"that",10,254
"918","colors","and",124,"of",51,"in",42,783
"919","match","the",84,"up",54,"for",43,856
"920","shoes","and",139,"i",50,"on",42,1081
"921","norway","and",13,"is",4,"because",2,86
"922","laws","of",63,"and",54,"are",30,530
"923","longest","time",30,"day",12,"running",10,252
"924","punishment","for",25,"and",10,"is",10,201
"925","21","and",40,"jump",35,"years",30,980
"926","years","ago",1512,"of",690,"and",513,9248
"927","prison","for",34,"and",21,"in",12,411
"928","serving","the",35,"as",30,"a",22,600
"929","7","30",224,"00",86,"days",83,3837
"930","behavior","and",53,"in",25,"is",25,448
"931","um","i",52,"no",34,"yeah",25,713
"932","1st","time",96,"round",44,"place",42,1466
"933","step","in",127,"up",125,"back",71,1828
"934","making","a",594,"the",433,"it",417,5800
