"","txt","Src","Line"
"9984","""The puck was finding me tonight, and it was exciting to get the goal to get the team the win,"" Bickell said. ""It's going to be exciting going back to Chicago now.""","en_US.news",4984
"9985","Losing your soul over soles? Just don't do it.","en_US.news",4985
"9986","The Danforth-Freeman committee's recommendations, aimed at achieving stability, influenced the state in its decision to take control of the schools from the elected board and put it in the hands of an appointed board. Soon thereafter, the state Board of Education declared the district unaccredited and installed a three-member special administrative board that has been in power since.","en_US.news",4986
"9987","On cross-examination, Balfour's attorney, Scott Kozicki, pointed out that the records showed Balfour had his phone turned off for hours at a time on other days as well and often made calls that pinged off the same cell tower.","en_US.news",4987
"9988","He says he found no unwarranted stents.","en_US.news",4988
"9989","There is no clutter in a dream state, either, and at a restaurant, that means no open shelves with plastic bottles of supplies like we saw at Tuli, no box of plastic wrap left on the counter or coffee cups stacked haphazardly atop the espresso machine to make me think about the messes in the real world we are paying to forget.","en_US.news",4989
"9990","Even with these shows checking out, dozens of new and returning cable shows will be checking in. Here's a sampling of what's on the cable horizon:","en_US.news",4990
"9991","In Anoka, Mate Precision Tooling will add 15 to 20 technical, quality improvement and sales workers this year, said CEO Dean Sundquist. Most of the new hires will work in Anoka and many will be fluent in German, Chinese, Spanish, French or Russian as well as English. The company generates about $70 million a year selling machine tools and has 200 workers in Minnesota and 200 more around the globe.","en_US.news",4991
"9992","By Teresa M. Walker Associated Press","en_US.news",4992
"9993","The wages were good. The factory jobs were steady.","en_US.news",4993
"9994","The richness and intensity may make it difficult to go back to American-style ice cream. Heck, they may make it difficult to eat anything else, period.","en_US.news",4994
"9995","She has just cause to question the truth of the American Dream.","en_US.news",4995
"9996","The Zurich-based lender also shed more risky assets during the quarter, raised new capital ...","en_US.news",4996
"9997","Plans for the school merger have been discussed for years, but were finalized recently and now have the approval of Archbishop Robert Carlson.","en_US.news",4997
"9998","Not (so much) Palmieri, who has been serving up hand-rolled gnudi and lamb chops in mint-pomegranate glaze since November. Not Michael DiIonno, who opened the Avenue Bistro in Verona in December as the Dow hovered in the mid-8,000s. Not the owners of Elements in Princeton Township, who built their glass-and-stone shrine to fine dining from the ground up, equipping the kitchen with a suite of Jade ranges and laying the tables with Riedel crystal and artisan dinnerware.","en_US.news",4998
"9999","The basketball court remained empty.","en_US.news",4999
"10000","The SUV crossed into an emergency lane and over a ditch, then went back on the road and crossed two traffic lanes before crashing into trees, police said.","en_US.news",5000
"10001","The county's move to expand its lab comes as city leaders look at plans to spin off Houston's troubled crime lab. Mayor Annise Parker has proposed removing the city's crime lab from the Houston Police Department and placing it under an appointed board.","en_US.blogs",1
"10002","Hello all you wonderful Crafties, hope all is well out there in Crafty Blogland!","en_US.blogs",2
"10003","And here's some info about our second sponsor, Paper MakeUp Stamps:","en_US.blogs",3
"10004","part of me doesn't really want to.","en_US.blogs",4
"10005","They laughed. The league was there’s","en_US.blogs",5
"10006","I know what you're thinking: How can a slasher series have any creativity or artistry to rape in the first place? Well, this movie is so bad and so odious in its stench that it manages to do so even when there was already a lack of those things. How low can you go? Well, this movie goes lower!","en_US.blogs",6
"10007","“And that prophet, or that dreamer of dreams, shall be put to death…Thou shalt surely kill him, and thou shalt stone him with stones, that he die…”","en_US.blogs",7
"10008","Customer suggestions and complaints can be a big pain in the patootsie or they can become one of your richest sources of ideas for continuous improvements – improvements that actually matter to customers. Use social media, your blog and email newsletter and signs at the point of sale to share your latest and greatest customer complaints or suggestions, and what you did in response. Send a message to your customers that what is most important to them, is most important to you!","en_US.blogs",8
"10009","_____oo Hooo... finally been recognised for my knowledge... the Police have told the media I am their primary person of interest ...","en_US.blogs",9
"10010","The Brooklyn Paper","en_US.blogs",10
"10011","Then the nurse kept coming in and having my lay in different positions, because the baby was in some kind of distress... Then at 2am she checked me and I was 7cm, and she woke up Josh. I was excited it was almost time. I was progressing quickly. But then the nurse came in about 20 min later and said I have to have a C-section! WHAT! Are you serious. Then about 5 min later all these people came in, including my OB Doc. I had to sign this waiver. Then off they ran rolled me to the operating room.","en_US.blogs",11
"10012","Refer does not rhyme with deafer.","en_US.blogs",12
"10013","Pierre Buast","en_US.blogs",13
"10014","A friend of mine recently pleaded with the universe for alone time and one of her friends suggested the treadmill because that is where she does her best thinking. I do not even get that reprieve as if I break my concentration too much I can not keep up the pace I am going at. I run to run, not to think about other things, usually.","en_US.blogs",14
"10015","1 tablespoon snipped fresh parsley (or 1/2 tablespoon dried parsley)","en_US.blogs",15
"10016","Today I saw my cat, Tarzan, sitting outside…. close to our front bushes.","en_US.blogs",16
"10017","""Potato chips, potato chips, munch, munch, munch! Other team, other team, here's your lunch. Eat it!"" Followed by a blatantly obscene two-handed gesture of unrolling long, fire-hose-competitive penises to the opposing team.","en_US.blogs",17
"10018","Your Dad","en_US.blogs",18
"10019","Family Caregiver ‘Day Away’ Retreat is hosted by Friends of Hospice Ottawa and sponsored by the City of Ottawa.","en_US.blogs",19
"10020","For the second year, Bruegger’s has partnered with Children’s Miracle Network to make the Bottomless Mug even more special. For every mug purchased from October 27, 2011 through January 31, 2012, Bruegger’s will donate a portion of the proceeds to Children’s Miracle Network benefiting local children’s hospitals throughout the country. Bruegger’s hopes to raise $100,000 for Children’s Miracle Network this year.","en_US.blogs",20
"10021","POEMS REPRINTED FROM","en_US.blogs",21
"10022","I would like to say a big THANK YOU to all those people who hosted me on my Western Mysteries Blog Tour and especially to my stalwart Stagecoach Driver, Douglas. Nina Douglas, that is. Yes, Douglas is a Girl. (above)","en_US.blogs",22
"10023","some kind of mutual admiration pact, Prince and Bush share some","en_US.blogs",23
"10024","Stephen Oliver / Containing a broken column; Industrial tableau / 78-79","en_US.blogs",24
"10025","Enjoy reading!","en_US.blogs",25
"10026","Institute Of Formal Research (feat. Zoot Horn Rollo): The Navigator","en_US.blogs",26
"10027","Similar developments occurred in Lebanon. As early as 1947, Jewish students were expelled from Beirut University. Jewish ""Zionist"" organizations (such as the Maccabi sports club) were forbidden. Jews were discharged from public service positions and Jewish youth movements banned.","en_US.blogs",27
"10028","It was a short lived foray into all things Batman. Perhaps more Bridget Jones.","en_US.blogs",28
"10029","Actor, Sp: Joanne Woodward","en_US.blogs",29
"10030","When the items we perfected over weeks, months, years are met with oohs and ahhs and smiles, there is no better feeling on earth. But sometimes our brilliant idea is...","en_US.blogs",30
"10031","Again, though, the ""mostly"" conceals more truth than the ""false"" part of the assessment reveals. PolitiFact does mention in passing the critical fact that Lehmberg ""left private law practice to join the DA’s office in 1976. The entry continues: 'Rosemary began her career with the district attorney working with the Grand Jury and then as a trial attorney in the 167th District Court, presided over by Judge Tom Blackwell. She later became chief of that court and then the chief of the Trial Division. She has served as the chief of the Career Criminal, Major Crimes and Public Integrity Divisions.'""","en_US.blogs",31
"10032","The w*nker hopped on his moto, zipped down the road, and jumped off a further 100 yards in front of me and proceeded to whip out his todger and start bashing away again. I was aghast at the cheek of it!","en_US.blogs",32
"10033","and social, what are youths","en_US.blogs",33
"10034","And I'd be remiss if I didn't post a photo of the squares I sent Lenna. I chose a design from the JCS 2008 ornament issue.","en_US.blogs",34
"10035","It’s well known that New Year’s resolutions don’t have a high success rate. So why do we continue to make resolutions every year even though so few of us follow through?","en_US.blogs",35
"10036","4. Cap off your post with a compelling headline. I think all of my headlines are compelling, especially this one","en_US.blogs",36
"10037","Corn Liquor Made a Fool Out of Me by The Bad Livers","en_US.blogs",37
"10038","9/23 – Austin – Band of Heathens @ Saxon Pub","en_US.blogs",38
"10039","*same as in the dreams","en_US.blogs",39
"10040","Recently I have been looking into a lot of gay sub-culture groups. I was watching LOGO about a year ago and a documentary about the “Bears” of the gay community was on. Larger men who did not fit the “gay cliche” that so many people think is synonymous with homosexuality. This was not the first time that I experienced this sub-culture. My first encounter with a man sharing the same interests as me was a large guy with a stocky frame. I did my research on it. Read some blogs. Watched more documentaries. And eventually came to understand this type of man.","en_US.blogs",40
"10041","After forcing back tears--I'm a man, dammit!--exhaustion finally got the better of me, the pain finally ebbing enough for me to sleep. When the morning's light shone, I examined my once proud right foot now it all its mangled glory. A nasty gash, a toenail bent back, possible infection with gangrene. And a low, dull ache that is my new, constant companion.","en_US.blogs",41
"10042","(Note: In case you forgot to photocopy your documents, do not worry because they do have photocopier facility - 20cents only per copy which is actually all that you need)","en_US.blogs",42
"10043","I guess I must have had the Serengeti in mind when I made my promise – great plains covered with vast herds of migrating zebras and wildebeest – 1.5 million animals on the hoof… (Oh I am such a city slicker!).","en_US.blogs",43
"10044","There Will Be Blood (Jonny Greenwood)","en_US.blogs",44
"10045","The Diabetic Foot Clinic of M.V. Hospital for Diabetes, Royapuram called M.V. centre for Diabetic Foot Care, Poditry, Research and Management, provides routine integrated examination for diabetic patients. The services of the clinic include education of the patient in practical aspects of foot care, the early recoginition of foot at risk, special advice on selecition of foot wear, and providing a comprehensive care for all diabetic foot complications. Special footwear is manufactured in technical collaboration with Central Leather Research Institutue, Adyar.","en_US.blogs",45
"10046","67 Hanson Place, Brooklyn","en_US.blogs",46
"10047","That this House applauds the stand taken by journalists at the North London and Herts newspaper group in defence of quality newspapers; notes that over the last two years more than half of the newsdesk have left the newspapers without new staff being appointed; further notes that there are now only two reporters covering nine newspapers; believes that journalists are therefore unable to cover important stories in depth, are unable to cover community or political events, council meetings and court cases; believes that this runs contrary to the Tindle Newspapers Ltd’s local newspaper philosophy; further notes that the group’s proprietor Sir Ray Tindle has a personal fortune of 149 million and that the parent company made 8.6 million profit two years ago; and calls on Sir Ray Tindle to meet with the National Union of Journalists in order to resolve this dispute and preserve quality newspapers for the local communities.","en_US.blogs",47
"10048","it felt so good to share that love with others. to have such a meaningful part of making something. i know it's just a couple of measly pieces of string . . .","en_US.blogs",48
"10049","Going into this I know I will lose “friends,” and that’s OK. I’ve received a lot more encouragement than I expected I would get already. Most have been beyond encouraging and I thank every single one of you for that. For my people placing bets on how long I’ll last, thank you for pushing me to go further. There’s still that one particularly angry friend who I pray becomes OK with it considering he’s been in my life for well over a year now. He’s been short the past couple days, that is the one that hurts the most. I’m going to give him a couple months to accept the change it and hope that things get better.","en_US.blogs",49
"10050","Remember that PM now stands for Paranoid Minister Stephen Harper.","en_US.blogs",50
"10051","It seems like the most open and flexible minds, the most fertile fields for our planting, are also the best candidates for being convinced that art matters. It seems that there is a reason language acquisition happens most easily at the early stages of one’s life. There is a profound truth to the saying that “You can’t teach an old dog new tricks”. We become inflexible as we grow older. Our opinions and habits become ever more ingrained. We are less easily convinced that things add up differently than the way we now put them together. Unless art already is a part of the picture, what jackhammer can wedge a new opening for it in our adult lives?……","en_US.blogs",51
"10052","We can now see the connection that to be a powerful person on the planet, means to have a positive life:death ratio of more than 1… and this ratio is continually what it is, based on our chosen lifestyles and efforts to be healthy or unhealthy.","en_US.blogs",52
"10053","As Menma hears her conversation, she remembers the rocket they once tried to make and failed when they were kids. She was the first to say about the rocket. Soon she understands Jintan just started working to make money for her wish.","en_US.blogs",53
"10054","We eventually turned in at about midnight, far too full of food and wine for comfort, wondering whether tomorrow could possibly bring anything that would get close to beating today’s epic flying…","en_US.blogs",54
"10055","setakat tukar profile pic and then donate bila nampak tabung for Palestine. tu pun donate bila rasa ada duit lebih je! support la sangat =/","en_US.blogs",55
"10056","I absolutely love the style of the shoulder bag and I could not see any wear. I think that the value is excellent!","en_US.blogs",56
"10057","I’ve had the borscht here before – despite being fresh and delicious, I’ve noted a couple of times that instead of being hot, it’s more like lukewarm. What you want to get is the pierogi – they’re definitely different from the dumplings that my Russian grandmother so lovingly makes, but they’re still delicious. They come in 3 varieties: beef&chicken, mushroom&saurkraut or cheese&potato. I can personally vouch that all of these are the height of deliciousness; they’re hot, juicy and full of flavour.","en_US.blogs",57
"10058","He wants each of us to turn from our sinful ways and to turn one hundred percent toward Him. He longs for us to seek after His heart, for He longs to prosper us in ways that we cannot imagine. He longs to give us hope and a future. Unfortunately, too many of us look toward ourselves for the hope of the future and we look to God as our “parachute,” our safety net.","en_US.blogs",58
"10059","Herman and Eva Althaus moved their family across country from Illinois to settle in Roseburg, Oregon in about 1909. Herman had a plumbing shop.","en_US.blogs",59
"10060","But John Laurinaitus has something to say about this.","en_US.blogs",60
"10061","The drug issue is important, but it is not the only issue that the sport is facing in this country. And if we don’t begin to solve some of these other issues, the issue of drugs will become a moot point – because the sport will have become a moot point within the sporting community of this country. Put together the Coaches Registry – our KIDS need it! But also take a look at all the other issues that are on the table – our SPORT needs it! A CEO is put in place to provide leadership to the whole. We need to see some leadership.","en_US.blogs",61
"10062","The girls don't know it yet but we are planning to take them to see Despereaux tomorrow. Then on Saturday if everyone seems up for it, we may go to Natural Bridges State Beach to see the Monarch butterflies and then to the Santa Cruz Beach Boardwalk to ride the carousel and whatever other little kid rides they have. Should be a hoot!","en_US.blogs",62
"10063","Much of the problem lies in the fact that while Malcolm's early life of crime and love of lindy-hopping is fascinating, it doesn't justify taking up more than a third of the film's 201-minute running time with Lee's stylized, nostalgic look at that chapter. While it is important and inspiring to see where Malcolm came from and what he overcame, the reason Malcolm X is well-known is because of what he did following his prison conversion to Islam, not before.","en_US.blogs",63
"10064","What: iPhoneography, with Alvaro Arrequi, Nettie Edwards, Matt Brock, Daniel Holland, Robson Santos, Andrew Chapman, Gordon Fraser and Kevin Thornhill","en_US.blogs",64
"10065","The clocks changed weeks ago. But is it autumn yet?","en_US.blogs",65
"10066","These ribs came from a book by Charmaine Solomon but I modified them a bit and they are a super tasty alternative to barbecue.","en_US.blogs",66
"10067","“I’ve kind of changed my mind,” said Warner, who added that getting to know Smith contributed to that.","en_US.blogs",67
"10068","Up next in the queue is the second season finale of The West Wing, entitled “Two Cathedrals.” I’m a huge fan of this series, having gotten hooked in reruns during season four, and this episode is one of my absolute favorites.","en_US.blogs",68
"10069","Just feeling of tired and lazy surrounding me.","en_US.blogs",69
"10070","My mom also made a Garden Salad with Basil Vinaigrette:","en_US.blogs",70
"10071","I often wonder where Phyllis fell off the treadmill of life. She used to be so fun. Even after Daddy died she was fine for a while. Now she's so, well, odd. Not eccentric. Just odd. And I feel bad for her because I'm one of the few people that she'll interact with in public. Still, these encounters can leave me with a splitting headache.","en_US.blogs",71
"10072","limbs cradling.","en_US.blogs",72
"10073","Heather from out of order records finished these buttons for RFK and McClellan in record time...arrived today, they look great, I'm going to make sure to send her a link to the project. Plus she sent a 7"" for review on 7inches.blogspot...So art and 7""'s go together after all.","en_US.blogs",73
"10074","Most of his students are absolute beginners, adults who have always wanted to learn to draw and who have always wanted to go to Italy. If this sounds like you, then this is your chance!","en_US.blogs",74
"10075","two different readings of 58,000 and 79,000.","en_US.blogs",75
"10076","-Demands phone call.","en_US.blogs",76
"10077","My particular twist on the Ouija board demonstrates a very cool aspect of physics. What I do is use a “special planchette” which is a silvery disc of metal – the participant in the demonstration picks up this disc and waves it back & forth a few millimeters above the board while various eerie invocations are made. The result: the “spirits” of the board tug & pull on the disc – the more the user pushes & pulls the disc, the more the “spirits” react. In fact, one can even drop the disc and it will settle down onto the board slowly and gently as opposed to falling freely under the influence of gravity!!!","en_US.blogs",77
"10078","Decision #1: Put Lincoln's blanket away when he's not sleeping. Lincoln is quite attached to his soft blanket, which is quite fine with me in the context of snuggling to sleep. However, when he drags it around with him all day long, I think it's excessive. When I am sweeping the floor, and I have to stop a little monarch from dragging his cloak through the accumulated dust 15 times, it's annoying. When I have to pick soggy Cheerios off the blanket after breakfast, it's off-putting. And when I have to buckle a car seat around the blanket, it's too much. So, blanket, enjoy your rest time in the top shelf of the bedroom closet. And I'll enjoy Lincoln crying and clinging to my knee saying ""Bain!"" for the rest of the day.","en_US.blogs",78
"10079","Beunka Adams has never denied his involvement in the robbery which led to the murder of a man by his accomplice.","en_US.blogs",79
"10080","Those that remain at the club are focussing on finishing the season by winning the remaining games. All the while the original Franchise FC – credit to the AISA History booklets by Tony Attwood and Andy Kelly for observing that Chelsea were formed specifically to play in the Football League and have no history prior to this – are in the Champions League, third place is the only position that guarantees Champions League football; it would be a tense night for the fourth placed side were Chelsea to continue with their recent run of good form in the Camp Nou.","en_US.blogs",80
"10081","A show that tried to avoid the possibility that it could be fixed was the The Voice UK (based on a similar US hit show The Voice). The show had a unique stage of blind auditions where the judges had their backs turned to the singer, and would only turn around to take the singer through to the next round if their voice was good enough. The idea was that it would only be about the talent and the first time people began to get excited about a show who gave everyone a chance, no matter what age, sex, colour or better yet image. However, it is the second stage that has disappointed many.","en_US.blogs",81
"10082","West Elm had sent me $25 design dollars I had to use by April 15. I sent Chris with the card since he was going to be near a store. I told him just to get us some pretty bowls. Well then that day they emailed me a 15% off my purchase, including sale prices, because they wanted me back so badly. And every time they come back to me I just can't say no. So of course I emailed Chris and told him not to use the dollars, and immediately got online to choose something. I decided on the Hand Blocked Mosaic Quilt which was a more dramatic choice for me. I tend to go for plain bedding. I liked the inky blue and thought it would work well with my gold leafed nightstands. Anyhow, it arrived this past week and I put it on the bed and loved it. But I was afraid Chris would hate it! So I didn't tell him it arrived and just waited for him to see it. And when he got home from work and went upstairs to give Sawyer his shower, he saw it. He came downstairs and specifically told me ""I really love that new bedspread. I really love it"". I had to ask him if he was messing with me, but he wasn't. So win-win. We both love it! Want to see it in action? I want to find some throw pillows, and the room is not done at all... but at least I have a good jumping point now. And whatever I do will still go with my plain white duvet when we put that back on in the Fall! The room still has yet to be painted, there will be a headboard soon, and the curtains and hardware will change... so don't judge.","en_US.blogs",82
"10083","Tommyknocker Oake Butt Head Bock; Idaho, Springs, CO, Doppelbock, 8.1%","en_US.blogs",83
"10084","The GTX 670 is targeting the $399 price point, and Nvidia claims its new GPU is significantly faster than the best AMD can offer.","en_US.blogs",84
"10085","LoveyaKorinmeanitbye.","en_US.blogs",85
"10086","Me x","en_US.blogs",86
"10087","And then ... the grand finale as we waited to hear who had won the overall BWA award. £10,000, an instant book deal, 300 copies of the winner's book already printed and hot from the press, universal acclaim ...","en_US.blogs",87
"10088","3. San Francisco – Brett Dennen","en_US.blogs",88
"10089","He says his appeals to his bank first met with little understanding, though it eventually corrected the error.","en_US.blogs",89
"10090","Whisk in the honey, eggs and orange zest.","en_US.blogs",90
"10091","I am sorry to scare you!!","en_US.blogs",91
"10092","* University of Cambridge (UK)","en_US.blogs",92
"10093","According to Bealer, they drilled two parallel rows of holes into their benchtops. The workpiece was placed on-edge between the holes, and tall pegs were slipped into the holes. In between the workpiece and pegs, they placed thick wedges.","en_US.blogs",93
"10094","Adjustment through power-the autocratic personality type-these people behave in ways that can be described as ambitious, energetic, playful organization and leadership. In reflective response, people with this personality type tend to “pull” or “push” others into respectful admiration, submission or dependence, looking up to the autocratic personality type.","en_US.blogs",94
"10095","B-Side ""Real Fantasy"" is just an electric piano and a single direct voice... still playing with a lot of fun weirdo sounds, coming up with a bassline out of a stuttery low end thump, and looser than the flipside with the vocal messing with a nasaly soul sound. All chopped up and going for a big multilayerd chorus again. These electronics in whatever way they're reassembled sounds completely contemporary, like a rewinding tape recorder in the late '90s. It's gigantically playing with DJ tools and dance culture in an experimental-pop way with a sped up thin acoustic. There isn't a single sound that hasn't been processed into oblivion for the sake of surprising fun. Playing with those clear precise points as much as the broad swaths of hiss, because Dan's not keeping it completely sterile. Like the next one, ""Gave Away and Broke"" where a hyper rhythm becomes a larger reference point, like a crazy experiment to take an impossible BPM and build anything useable around it. Impenetrably dense, an inconceivable number of hours spent on reverse organs, wah guitar, late night pulg switchery, while staying restrained on vocal it's a headspinning whirl of that mixup ride, the one that keeps spinning faster and you try not to barf holding onto that metal ring in the center.","en_US.blogs",95
"10096","""We're sorry but we need your expertise, we've set up a temporary office. Please, you know the ropes, you know the drill, we value your input, really.""","en_US.blogs",96
"10097","Here are some of the key workouts I've done over the last two weeks.","en_US.blogs",97
"10098","He was going to kill her.","en_US.blogs",98
"10099","In all his years the farmer has never seen a 'brave' fox who was not both suspicious and scared of humans (let's face it, nothing else preys on them) and we cannot help speculating that this might be a 'pet' fox which has been released. We do sometimes get urban foxes which have been dumped in the countryside. My only hope is that he/she learns quickly that humans are not to be trusted and that fox hunts are best experienced from well down in one's earth - also of course that my hens are safe from a hungry fox!","en_US.blogs",99
"10100","That was the theme of a misguided Times article Tuesday, which focused significantly on gentrification-led change (see the map below, highlighting small establishments), while missing the fact that such change had nothing to do with reclaiming the enduring ""scar"" of the Vanderbilt Yard.","en_US.blogs",100
"10101","Terrorism is not new. There undoubtedly will be more terrorist attacks, either from Al-Qaeda or others, just as there were before 2001. Terrorists might strike Monday. There will always be homicidal zealots like Mohamed Atta or Timothy McVeigh, and some of them will succeed, terribly. But this is not a new era. The terrorist threat is still small. It’s the terrorism industry that got big.","en_US.blogs",101
"10102","Either that or the dis-connect is so great they've ripped a hole in time and space.","en_US.blogs",102
"10103","I know that I've been outspoken about sharing patterns before. I know that I may have ruffled some feathers concerning the fact that I am proud of the fact that I give my patterns away for free. It's not because I somehow feel like I'm better than someone else because I do. Everyone has their own personal reasons for doing what they do. What I find irritating, both as a free pattern user and a free pattern creator, is when someone puts the stipulation that this item is for your personal use only and that you cannot sell any product made from that pattern. Here's why I don't like that. With that stipulation you are telling people that they cannot recuperate any of the costs that it took them to make it. I am all for donating. I am all for giving gifts away. Believe me, that's how all of my patterns came about. But, for me to tell you that in your private life when someone wants to purchase an item that you have the ability to create and they don't; and they want to bless you by purchasing it from you instead of just expecting you to do all that work for nothing.....and you CAN'T?? To me, that is wrong. There should be intellectual rights for a pattern, you bet. No one should be able to claim a pattern that is not theirs. And no one should be able to take a pattern and mass produce an item to create an empire out of it. But, there is no harm in someone having the ability to work a craft fair or two. Or sell to a local boutique or two. If the designer asks you not to sell in a certain place, then by all means respect that, but to say that NOTHING you make from that pattern is saleable.....yeah, well, you know what I think.","en_US.blogs",103
"10104","I am so pleased with how these images turned out, and I share this with you so that you might know you can do it quite easily, too! Search for inspiration on the web, in books, and in magazines, and if you don't have a fancy edited program, find one on the net. I've heard picnik and gimp are good. But most importantly, have fun with it!","en_US.blogs",104
"10105","Going to look into that.","en_US.blogs",105
"10106","as he officiated at the War Memorial,","en_US.blogs",106
"10107","The joy to grow a seen unseen,","en_US.blogs",107
"10108","adapted from Bon Appetit","en_US.blogs",108
"10109","Sir Winston Churchill followed the noble tradition but unfortunately had failing health. Yet he still tried to heal the rupture in our national continuity in 1955 by having a bill to control immigration drawn up which was not ready until June, two months after he stepped down because of his health. He wanted the Conservative party to adopt the slogan “Keep England White.”","en_US.blogs",109
"10110","(So I will assume paying for an urn is out of the question, right?)","en_US.blogs",110
"10111","“I don’t want any name on my grave, because I have never had a name of my own,” he told me. “I only want those two lines from Samuel Taylor Coleridge’s Kubla Khan.”","en_US.blogs",111
"10112","If NOT NOW…. WHEN?","en_US.blogs",112
"10113","We don’t always have hours to be putting towards a goal in any given day. But, we can take 20 minutes to take a baby step and then get back to our busy lives.","en_US.blogs",113
"10114","Lavonte David - Nebraska – David led the Big12 in tackles last year and now he’s moving to a much more run-happy conference in the Big10. Look for this extremely fast and athletic LB to increase his tackle total (an impressive 152 tackles) from last season. He will make a fantastic OLB in the NFL due to his speed, a skill that always “translates” nicely to the next level.","en_US.blogs",114
"10115","TM 17 - Submission","en_US.blogs",115
"10116","The amazing array of secondary characters all help “reconstruct” Charlie. They help as she uses her innate intellect and learned skills, like running, to assist as she works through her PLAN. Her wealthy Aunt Eleanor and Uncle Stuart, the unique people who make their home run like magic, and the heart-winning Australian Labradoodles, Lord and Lady, embrace Charlie, rough edges and all. The connection she makes with each of them helps polish the many facets of her personality.","en_US.blogs",116
"10117","Ian McCulloch wrote the lyrics to ""Lips Like Sugar"" and ""Rollercoaster"". The music to ""Lips Like Sugar"" was written by McCulloch, Will Sergeant and Les Pattinson and the music to ""Rollercoaster"" was written by McCulloch, Sergeant, Pattinson and Pete de Freitas. ""Lips Like Sugar"" was produced by Laurie Latham, ""Rollercoaster"" was produced by The Bunnymen and Gil Norton and ""People Are Strange"" was produced by Ray Manzarek.","en_US.blogs",117
"10118","I could accept that. I could even deal with the fact that I may look exactly like the loser who broke her heart at her high school prom. Have any of you ever have a boss that hated you, and made your work environment a living hell? I had a boss once who had an intense dislike for me. I could never figure it out. I was always early, stayed late, and worked hard. After leaving the job, I found out that I looked exactly like a guy who had run off with the man's wife. I was supposedly a doppelgänger for a man who was lying on a sand-covered beach in the Bahamas with the late Mrs. Boss.","en_US.blogs",118
"10119","Don't Shoot, I'm a Man (new song)","en_US.blogs",119
"10120","If I do any of these things which allow me to turn away and remain silent, I am complicit. I am helping my government, with my tax dollars and my silence, to carry out a slow, secret, systematic genocide on a people.","en_US.blogs",120
"10121","And now they begin to show their family beauty.","en_US.blogs",121
"10122","According to the letter,","en_US.blogs",122
"10123","His ideas are truly revolutionary — but it is not science fiction — it’s down to Earth, heavily researched science-based, practical projects that can be physically created right now. Truly impressive….","en_US.blogs",123
"10124","This week on Sepia Saturday I have used a photograph of the kitchens at Windsor Castle which was taken in 1878. Whilst in the process of cutting and pasting the image I was a little surprised to discover that my old friend, HM the Queen, is claiming copyright on the image. Recent reports suggest that the dear lady has a personal fortune of some $500 million which makes her claim of copyright on the kitchen photograph a little over the top.","en_US.blogs",124
"10125","some extra help -- they need it -- doing everything from teaching basic cooking skills in the cafeteria to encouraging healthy choices in the lunch line. So they're going to need your support, but it’s got to be a collaboration. And we strongly encourage you all to go in with that spirit.","en_US.blogs",125
"10126","Finally, the founding father's believed that gun ownership was necessary for a country to truly be free. If the government distrusted the people so much as to disarm them, then that government no longer truly represented the people. In other words, in our structure of government, the power is supposed to lie in the hands of the people. How would it make sense for that government, of the people, to take away the most effective means of self defense from those people? ''","en_US.blogs",126
"10127","It's not that I don't like a break now and then. I just don't buy the idea that the break is ""because I'm worth it"" or that I'm taking ""the time to be me"". What is ""me"", if not the sum of all my relationships and obligations? A customer, that's what. The more you give, the more you are. Think of Chekhov, with his patients and his crowds of dependent relatives, whose living room became such a public space that he had to put up no smoking signs. His advice to young writers was ""travel third class"". Ralph Waldo Emerson's was to ""buy carrots and turnips"".","en_US.blogs",127
"10128","X Partnership ___ NC Corporation ___ Other _____________________","en_US.blogs",128
"10129","Then, I clicked back over to my e-mail (in tears of joy, mind you) and saw this subject “Adopted Teen Troubles”. It was from “Parenting Today’s Teens” with Mark Gregston http://www.heartlightministries.org/blogs/markgregston/ . It is a daily e-mail I have been getting for months now. Now, you might think this subject line would scare me off, but instead, it THRILLED me that GOD would send this e-mail the very day that we agreed to adopt a teen boy from China.","en_US.blogs",129
"10130","That's all for now. I have some cute projects that I've been working on and I hope to get to share them soon!","en_US.blogs",130
"10131","1147. Chips @ Green Life (Asheville, NC) 12:02 p.m.","en_US.blogs",131
"10132","Dalglish may be royalty to Liverpool but his time has come. Since the new year, Liverpool have lost 4 matches at home and a remarkable 6 on the road. The only reason, and this is just my stab at it, the Liverpool fans would still have faith in Dalglish is for one of two reasons.","en_US.blogs",132
"10133","I’d say The Lying Game.","en_US.blogs",133
"10134","(because it’s where I came in – although I could happily choose any of the solo concerts, From Vienna, Bregenz, Lauzanne, Tokyo, London, Paris, La Scale, Rio, and on and on) and the beautiful pared down","en_US.blogs",134
"10135","I believe this is echinacea. The echinacea I have in my yard not just this garden is coming up from seed. This one is from seed. It has a foxglove beside it and they are fighting for space. Hoping for some pretty blooms. There a couple of echinacea plants here.","en_US.blogs",135
"10136","2010-26-05 MARIUS MARAIS, 44, SMALLHOLDER, RUSTENBURG, NW. Local Blue-Bulls rugby supporter Marius Marais, 44, left. was celebrating his team’s victory over the Crusaders on Saturday-night after a family braai when his daughter Chantel-lee took this silly picture of her happy dad – and fifteen minutes later Mr Marais was shot dead, trying to defend his family from a four-member gang of black men iinvading their smallholding-homestead in Rustenburg, North West province.http://www.beeld.com/Suid-Afrika/Nuus/Vermoor-n%C3%A1-Bullsfees-20100526","en_US.blogs",136
